Broadcast Image,Tacticam Match,Cosine Similarity
broadcast_f0000_p0.jpg,tacticam_f0005_p1.jpg,0.6227
broadcast_f0000_p2.jpg,tacticam_f0040_p26.jpg,0.5653
broadcast_f0005_p0.jpg,tacticam_f0065_p8.jpg,0.8417
broadcast_f0005_p1.jpg,tacticam_f0040_p8.jpg,0.778
broadcast_f0005_p10.jpg,tacticam_f0035_p20.jpg,0.8296
broadcast_f0005_p11.jpg,tacticam_f0025_p17.jpg,0.8575
broadcast_f0005_p12.jpg,tacticam_f0135_p23.jpg,0.7731
broadcast_f0005_p13.jpg,tacticam_f0040_p22.jpg,0.7861
broadcast_f0005_p2.jpg,tacticam_f0035_p7.jpg,0.8508
broadcast_f0005_p3.jpg,tacticam_f0030_p18.jpg,0.7965
broadcast_f0005_p4.jpg,tacticam_f0120_p6.jpg,0.7945
broadcast_f0005_p5.jpg,tacticam_f0010_p10.jpg,0.7656
broadcast_f0005_p6.jpg,tacticam_f0130_p15.jpg,0.8103
broadcast_f0005_p7.jpg,tacticam_f0115_p11.jpg,0.762
broadcast_f0005_p8.jpg,tacticam_f0020_p9.jpg,0.8444
broadcast_f0005_p9.jpg,tacticam_f0025_p21.jpg,0.8536
broadcast_f0010_p0.jpg,tacticam_f0020_p18.jpg,0.8159
broadcast_f0010_p1.jpg,tacticam_f0055_p7.jpg,0.8064
broadcast_f0010_p10.jpg,tacticam_f0060_p4.jpg,0.812
broadcast_f0010_p11.jpg,tacticam_f0005_p15.jpg,0.8085
broadcast_f0010_p12.jpg,tacticam_f0040_p24.jpg,0.7799
broadcast_f0010_p2.jpg,tacticam_f0015_p3.jpg,0.8718
broadcast_f0010_p3.jpg,tacticam_f0132_p42.jpg,0.8494
broadcast_f0010_p4.jpg,tacticam_f0030_p23.jpg,0.8221
broadcast_f0010_p5.jpg,tacticam_f0010_p8.jpg,0.8087
broadcast_f0010_p6.jpg,tacticam_f0065_p10.jpg,0.8419
broadcast_f0010_p7.jpg,tacticam_f0070_p9.jpg,0.7448
broadcast_f0010_p8.jpg,tacticam_f0005_p3.jpg,0.8545
broadcast_f0010_p9.jpg,tacticam_f0025_p19.jpg,0.8248
broadcast_f0015_p0.jpg,tacticam_f0010_p2.jpg,0.7987
broadcast_f0015_p1.jpg,tacticam_f0040_p23.jpg,0.8133
broadcast_f0015_p10.jpg,tacticam_f0070_p9.jpg,0.7649
broadcast_f0015_p11.jpg,tacticam_f0010_p9.jpg,0.7716
broadcast_f0015_p12.jpg,tacticam_f0040_p22.jpg,0.7972
broadcast_f0015_p2.jpg,tacticam_f0030_p18.jpg,0.7693
broadcast_f0015_p3.jpg,tacticam_f0005_p3.jpg,0.8402
broadcast_f0015_p4.jpg,tacticam_f0150_p4.jpg,0.7847
broadcast_f0015_p5.jpg,tacticam_f0000_p13.jpg,0.8181
broadcast_f0015_p6.jpg,tacticam_f0025_p18.jpg,0.8166
broadcast_f0015_p7.jpg,tacticam_f0040_p8.jpg,0.8154
broadcast_f0015_p8.jpg,tacticam_f0075_p18.jpg,0.8737
broadcast_f0015_p9.jpg,tacticam_f0077_p10.jpg,0.8487
broadcast_f0020_p0.jpg,tacticam_f0040_p0.jpg,0.7514
broadcast_f0020_p1.jpg,tacticam_f0065_p8.jpg,0.8197
broadcast_f0020_p10.jpg,tacticam_f0040_p13.jpg,0.8356
broadcast_f0020_p11.jpg,tacticam_f0025_p15.jpg,0.7764
broadcast_f0020_p12.jpg,tacticam_f0040_p24.jpg,0.7364
broadcast_f0020_p2.jpg,tacticam_f0020_p0.jpg,0.854
broadcast_f0020_p3.jpg,tacticam_f0010_p9.jpg,0.802
broadcast_f0020_p4.jpg,tacticam_f0077_p10.jpg,0.8709
broadcast_f0020_p5.jpg,tacticam_f0105_p21.jpg,0.7845
broadcast_f0020_p6.jpg,tacticam_f0030_p18.jpg,0.8363
broadcast_f0020_p7.jpg,tacticam_f0160_p3.jpg,0.8161
broadcast_f0020_p8.jpg,tacticam_f0005_p3.jpg,0.8022
broadcast_f0020_p9.jpg,tacticam_f0135_p12.jpg,0.7655
broadcast_f0025_p0.jpg,tacticam_f0035_p2.jpg,0.7858
broadcast_f0025_p1.jpg,tacticam_f0075_p18.jpg,0.8476
broadcast_f0025_p10.jpg,tacticam_f0025_p15.jpg,0.7767
broadcast_f0025_p11.jpg,tacticam_f0010_p8.jpg,0.8335
broadcast_f0025_p15.jpg,tacticam_f0010_p8.jpg,0.8488
broadcast_f0025_p2.jpg,tacticam_f0088_p15.jpg,0.8223
broadcast_f0025_p3.jpg,tacticam_f0020_p18.jpg,0.8079
broadcast_f0025_p4.jpg,tacticam_f0055_p0.jpg,0.8229
broadcast_f0025_p5.jpg,tacticam_f0030_p8.jpg,0.8207
broadcast_f0025_p6.jpg,tacticam_f0005_p3.jpg,0.8173
broadcast_f0025_p7.jpg,tacticam_f0110_p1.jpg,0.7634
broadcast_f0025_p8.jpg,tacticam_f0000_p25.jpg,0.7921
broadcast_f0025_p9.jpg,tacticam_f0030_p0.jpg,0.7667
broadcast_f0030_p0.jpg,tacticam_f0065_p8.jpg,0.7813
broadcast_f0030_p1.jpg,tacticam_f0065_p8.jpg,0.7976
broadcast_f0030_p10.jpg,tacticam_f0030_p0.jpg,0.7741
broadcast_f0030_p11.jpg,tacticam_f0010_p8.jpg,0.8311
broadcast_f0030_p12.jpg,tacticam_f0010_p8.jpg,0.8267
broadcast_f0030_p13.jpg,tacticam_f0165_p24.jpg,0.7538
broadcast_f0030_p2.jpg,tacticam_f0005_p3.jpg,0.8323
broadcast_f0030_p3.jpg,tacticam_f0000_p0.jpg,0.8472
broadcast_f0030_p4.jpg,tacticam_f0089_p16.jpg,0.8622
broadcast_f0030_p5.jpg,tacticam_f0005_p3.jpg,0.8377
broadcast_f0030_p6.jpg,tacticam_f0055_p0.jpg,0.7976
broadcast_f0030_p7.jpg,tacticam_f0030_p8.jpg,0.8034
broadcast_f0030_p8.jpg,tacticam_f0005_p3.jpg,0.7965
broadcast_f0030_p9.jpg,tacticam_f0030_p18.jpg,0.8148
broadcast_f0035_p0.jpg,tacticam_f0065_p8.jpg,0.7689
broadcast_f0035_p1.jpg,tacticam_f0045_p4.jpg,0.7898
broadcast_f0035_p10.jpg,tacticam_f0135_p1.jpg,0.7468
broadcast_f0035_p11.jpg,tacticam_f0165_p24.jpg,0.737
broadcast_f0035_p12.jpg,tacticam_f0165_p24.jpg,0.7869
broadcast_f0035_p2.jpg,tacticam_f0005_p3.jpg,0.8045
broadcast_f0035_p3.jpg,tacticam_f0030_p8.jpg,0.8086
broadcast_f0035_p4.jpg,tacticam_f0137_p46.jpg,0.8218
broadcast_f0035_p5.jpg,tacticam_f0040_p8.jpg,0.8165
broadcast_f0035_p6.jpg,tacticam_f0030_p0.jpg,0.7668
broadcast_f0035_p7.jpg,tacticam_f0010_p16.jpg,0.7805
broadcast_f0035_p8.jpg,tacticam_f0005_p5.jpg,0.8168
broadcast_f0035_p9.jpg,tacticam_f0040_p18.jpg,0.8099
broadcast_f0040_p0.jpg,tacticam_f0030_p8.jpg,0.845
broadcast_f0040_p1.jpg,tacticam_f0000_p0.jpg,0.7936
broadcast_f0040_p10.jpg,tacticam_f0070_p21.jpg,0.7818
broadcast_f0040_p11.jpg,tacticam_f0175_p18.jpg,0.7674
broadcast_f0040_p2.jpg,tacticam_f0010_p2.jpg,0.8305
broadcast_f0040_p3.jpg,tacticam_f0055_p0.jpg,0.8283
broadcast_f0040_p4.jpg,tacticam_f0025_p17.jpg,0.8061
broadcast_f0040_p5.jpg,tacticam_f0137_p46.jpg,0.7976
broadcast_f0040_p6.jpg,tacticam_f0010_p10.jpg,0.8102
broadcast_f0040_p7.jpg,tacticam_f0040_p18.jpg,0.7914
broadcast_f0040_p8.jpg,tacticam_f0040_p0.jpg,0.7643
broadcast_f0040_p9.jpg,tacticam_f0040_p8.jpg,0.8433
broadcast_f0045_p0.jpg,tacticam_f0065_p8.jpg,0.7619
broadcast_f0045_p1.jpg,tacticam_f0115_p11.jpg,0.7743
broadcast_f0045_p2.jpg,tacticam_f0065_p8.jpg,0.8216
broadcast_f0045_p3.jpg,tacticam_f0015_p3.jpg,0.8482
broadcast_f0045_p4.jpg,tacticam_f0112_p34.jpg,0.7977
broadcast_f0045_p5.jpg,tacticam_f0010_p16.jpg,0.8493
broadcast_f0045_p6.jpg,tacticam_f0010_p10.jpg,0.8175
broadcast_f0045_p7.jpg,tacticam_f0040_p19.jpg,0.8118
broadcast_f0045_p8.jpg,tacticam_f0195_p50.jpg,0.78
broadcast_f0045_p9.jpg,tacticam_f0100_p18.jpg,0.7469
broadcast_f0050_p0.jpg,tacticam_f0005_p3.jpg,0.7823
broadcast_f0050_p1.jpg,tacticam_f0065_p8.jpg,0.8158
broadcast_f0050_p10.jpg,tacticam_f0055_p23.jpg,0.777
broadcast_f0050_p11.jpg,tacticam_f0010_p23.jpg,0.7403
broadcast_f0050_p2.jpg,tacticam_f0085_p2.jpg,0.8018
broadcast_f0050_p3.jpg,tacticam_f0130_p18.jpg,0.7688
broadcast_f0050_p4.jpg,tacticam_f0195_p23.jpg,0.787
broadcast_f0050_p5.jpg,tacticam_f0055_p7.jpg,0.8049
broadcast_f0050_p6.jpg,tacticam_f0005_p3.jpg,0.8065
broadcast_f0050_p7.jpg,tacticam_f0010_p9.jpg,0.7256
broadcast_f0050_p8.jpg,tacticam_f0125_p1.jpg,0.7759
broadcast_f0050_p9.jpg,tacticam_f0000_p5.jpg,0.7518
broadcast_f0055_p0.jpg,tacticam_f0055_p7.jpg,0.7758
broadcast_f0055_p1.jpg,tacticam_f0000_p11.jpg,0.7558
broadcast_f0055_p10.jpg,tacticam_f0010_p23.jpg,0.7732
broadcast_f0055_p2.jpg,tacticam_f0040_p18.jpg,0.7403
broadcast_f0055_p3.jpg,tacticam_f0100_p2.jpg,0.7859
broadcast_f0055_p4.jpg,tacticam_f0010_p16.jpg,0.8041
broadcast_f0055_p5.jpg,tacticam_f0015_p0.jpg,0.8072
broadcast_f0055_p6.jpg,tacticam_f0040_p18.jpg,0.7663
broadcast_f0055_p7.jpg,tacticam_f0105_p21.jpg,0.7799
broadcast_f0055_p8.jpg,tacticam_f0130_p18.jpg,0.8008
broadcast_f0055_p9.jpg,tacticam_f0130_p15.jpg,0.7611
broadcast_f0060_p0.jpg,tacticam_f0015_p3.jpg,0.8401
broadcast_f0060_p1.jpg,tacticam_f0025_p8.jpg,0.8221
broadcast_f0060_p10.jpg,tacticam_f0110_p1.jpg,0.7368
broadcast_f0060_p11.jpg,tacticam_f0055_p14.jpg,0.7461
broadcast_f0060_p12.jpg,tacticam_f0000_p26.jpg,0.7337
broadcast_f0060_p2.jpg,tacticam_f0131_p41.jpg,0.8312
broadcast_f0060_p3.jpg,tacticam_f0055_p7.jpg,0.7825
broadcast_f0060_p4.jpg,tacticam_f0025_p12.jpg,0.7161
broadcast_f0060_p5.jpg,tacticam_f0125_p3.jpg,0.7767
broadcast_f0060_p6.jpg,tacticam_f0030_p8.jpg,0.8097
broadcast_f0060_p7.jpg,tacticam_f0025_p18.jpg,0.8024
broadcast_f0060_p8.jpg,tacticam_f0075_p13.jpg,0.7923
broadcast_f0060_p9.jpg,tacticam_f0045_p25.jpg,0.7611
broadcast_f0065_p0.jpg,tacticam_f0010_p2.jpg,0.8117
broadcast_f0065_p1.jpg,tacticam_f0010_p2.jpg,0.7829
broadcast_f0065_p2.jpg,tacticam_f0025_p12.jpg,0.7335
broadcast_f0065_p3.jpg,tacticam_f0040_p18.jpg,0.7295
broadcast_f0065_p4.jpg,tacticam_f0112_p34.jpg,0.8271
broadcast_f0065_p5.jpg,tacticam_f0110_p13.jpg,0.819
broadcast_f0065_p6.jpg,tacticam_f0005_p3.jpg,0.8061
broadcast_f0065_p7.jpg,tacticam_f0015_p3.jpg,0.782
broadcast_f0065_p8.jpg,tacticam_f0130_p20.jpg,0.7494
broadcast_f0070_p0.jpg,tacticam_f0150_p4.jpg,0.785
broadcast_f0070_p1.jpg,tacticam_f0090_p8.jpg,0.8187
broadcast_f0070_p10.jpg,tacticam_f0050_p3.jpg,0.8232
broadcast_f0070_p11.jpg,tacticam_f0000_p14.jpg,0.6951
broadcast_f0070_p12.jpg,tacticam_f0180_p23.jpg,0.7754
broadcast_f0070_p13.jpg,tacticam_f0000_p26.jpg,0.7341
broadcast_f0070_p2.jpg,tacticam_f0025_p12.jpg,0.7818
broadcast_f0070_p3.jpg,tacticam_f0015_p3.jpg,0.8337
broadcast_f0070_p4.jpg,tacticam_f0112_p34.jpg,0.8343
broadcast_f0070_p5.jpg,tacticam_f0030_p8.jpg,0.7926
broadcast_f0070_p6.jpg,tacticam_f0005_p15.jpg,0.798
broadcast_f0070_p7.jpg,tacticam_f0020_p8.jpg,0.762
broadcast_f0070_p8.jpg,tacticam_f0030_p13.jpg,0.8059
broadcast_f0070_p9.jpg,tacticam_f0130_p18.jpg,0.7426
broadcast_f0075_p0.jpg,tacticam_f0030_p0.jpg,0.7485
broadcast_f0075_p1.jpg,tacticam_f0030_p8.jpg,0.8017
broadcast_f0075_p10.jpg,tacticam_f0075_p18.jpg,0.8405
broadcast_f0075_p11.jpg,tacticam_f0100_p9.jpg,0.7215
broadcast_f0075_p2.jpg,tacticam_f0055_p7.jpg,0.7813
broadcast_f0075_p3.jpg,tacticam_f0140_p4.jpg,0.77
broadcast_f0075_p4.jpg,tacticam_f0045_p18.jpg,0.8217
broadcast_f0075_p5.jpg,tacticam_f0035_p8.jpg,0.8148
broadcast_f0075_p6.jpg,tacticam_f0131_p41.jpg,0.8426
broadcast_f0075_p7.jpg,tacticam_f0010_p10.jpg,0.7739
broadcast_f0075_p8.jpg,tacticam_f0095_p15.jpg,0.822
broadcast_f0075_p9.jpg,tacticam_f0150_p19.jpg,0.8349
broadcast_f0080_p0.jpg,tacticam_f0010_p2.jpg,0.7374
broadcast_f0080_p1.jpg,tacticam_f0000_p0.jpg,0.766
broadcast_f0080_p10.jpg,tacticam_f0005_p14.jpg,0.8482
broadcast_f0080_p11.jpg,tacticam_f0115_p20.jpg,0.7483
broadcast_f0080_p2.jpg,tacticam_f0010_p3.jpg,0.8532
broadcast_f0080_p3.jpg,tacticam_f0055_p7.jpg,0.8234
broadcast_f0080_p4.jpg,tacticam_f0025_p19.jpg,0.8214
broadcast_f0080_p5.jpg,tacticam_f0100_p1.jpg,0.7645
broadcast_f0080_p6.jpg,tacticam_f0135_p24.jpg,0.7797
broadcast_f0080_p7.jpg,tacticam_f0010_p8.jpg,0.7628
broadcast_f0080_p8.jpg,tacticam_f0075_p2.jpg,0.8437
broadcast_f0080_p9.jpg,tacticam_f0140_p1.jpg,0.8528
broadcast_f0085_p0.jpg,tacticam_f0050_p15.jpg,0.8084
broadcast_f0085_p1.jpg,tacticam_f0135_p1.jpg,0.7966
broadcast_f0085_p10.jpg,tacticam_f0080_p2.jpg,0.8004
broadcast_f0085_p11.jpg,tacticam_f0135_p23.jpg,0.7426
broadcast_f0085_p12.jpg,tacticam_f0070_p21.jpg,0.7482
broadcast_f0085_p13.jpg,tacticam_f0040_p26.jpg,0.7473
broadcast_f0085_p14.jpg,tacticam_f0115_p20.jpg,0.7393
broadcast_f0085_p15.jpg,tacticam_f0075_p24.jpg,0.75
broadcast_f0085_p2.jpg,tacticam_f0100_p7.jpg,0.8129
broadcast_f0085_p3.jpg,tacticam_f0165_p18.jpg,0.7237
broadcast_f0085_p4.jpg,tacticam_f0195_p21.jpg,0.8177
broadcast_f0085_p5.jpg,tacticam_f0055_p11.jpg,0.8069
broadcast_f0085_p6.jpg,tacticam_f0065_p17.jpg,0.7758
broadcast_f0085_p7.jpg,tacticam_f0010_p16.jpg,0.8045
broadcast_f0085_p8.jpg,tacticam_f0105_p21.jpg,0.8246
broadcast_f0085_p9.jpg,tacticam_f0055_p15.jpg,0.8292
broadcast_f0090_p0.jpg,tacticam_f0120_p2.jpg,0.8166
broadcast_f0090_p1.jpg,tacticam_f0095_p10.jpg,0.7457
broadcast_f0090_p10.jpg,tacticam_f0135_p23.jpg,0.7537
broadcast_f0090_p2.jpg,tacticam_f0030_p8.jpg,0.8127
broadcast_f0090_p3.jpg,tacticam_f0175_p7.jpg,0.7148
broadcast_f0090_p4.jpg,tacticam_f0005_p11.jpg,0.8005
broadcast_f0090_p5.jpg,tacticam_f0125_p1.jpg,0.7943
broadcast_f0090_p6.jpg,tacticam_f0155_p9.jpg,0.8174
broadcast_f0090_p7.jpg,tacticam_f0000_p25.jpg,0.8389
broadcast_f0090_p8.jpg,tacticam_f0110_p18.jpg,0.846
broadcast_f0090_p9.jpg,tacticam_f0025_p19.jpg,0.7838
broadcast_f0095_p0.jpg,tacticam_f0150_p22.jpg,0.8291
broadcast_f0095_p1.jpg,tacticam_f0135_p1.jpg,0.8021
broadcast_f0095_p10.jpg,tacticam_f0112_p34.jpg,0.7407
broadcast_f0095_p11.jpg,tacticam_f0070_p3.jpg,0.7764
broadcast_f0095_p12.jpg,tacticam_f0070_p21.jpg,0.7513
broadcast_f0095_p13.jpg,tacticam_f0165_p24.jpg,0.7449
broadcast_f0095_p2.jpg,tacticam_f0040_p8.jpg,0.7683
broadcast_f0095_p3.jpg,tacticam_f0030_p8.jpg,0.8346
broadcast_f0095_p4.jpg,tacticam_f0105_p21.jpg,0.8137
broadcast_f0095_p5.jpg,tacticam_f0075_p1.jpg,0.7861
broadcast_f0095_p6.jpg,tacticam_f0185_p9.jpg,0.819
broadcast_f0095_p7.jpg,tacticam_f0110_p18.jpg,0.8438
broadcast_f0095_p8.jpg,tacticam_f0110_p19.jpg,0.7796
broadcast_f0095_p9.jpg,tacticam_f0005_p11.jpg,0.774
broadcast_f0100_p0.jpg,tacticam_f0055_p0.jpg,0.7858
broadcast_f0100_p1.jpg,tacticam_f0155_p2.jpg,0.7553
broadcast_f0100_p10.jpg,tacticam_f0195_p7.jpg,0.8018
broadcast_f0100_p11.jpg,tacticam_f0120_p18.jpg,0.8285
broadcast_f0100_p12.jpg,tacticam_f0000_p14.jpg,0.7092
broadcast_f0100_p13.jpg,tacticam_f0010_p23.jpg,0.7374
broadcast_f0100_p15.jpg,tacticam_f0125_p15.jpg,0.7462
broadcast_f0100_p2.jpg,tacticam_f0015_p0.jpg,0.8264
broadcast_f0100_p3.jpg,tacticam_f0035_p8.jpg,0.8286
broadcast_f0100_p4.jpg,tacticam_f0195_p11.jpg,0.8185
broadcast_f0100_p5.jpg,tacticam_f0112_p34.jpg,0.7461
broadcast_f0100_p6.jpg,tacticam_f0155_p19.jpg,0.7833
broadcast_f0100_p7.jpg,tacticam_f0055_p0.jpg,0.7095
broadcast_f0100_p8.jpg,tacticam_f0140_p1.jpg,0.8282
broadcast_f0100_p9.jpg,tacticam_f0155_p16.jpg,0.8181
broadcast_f0105_p0.jpg,tacticam_f0030_p0.jpg,0.8098
broadcast_f0105_p1.jpg,tacticam_f0025_p5.jpg,0.8177
broadcast_f0105_p10.jpg,tacticam_f0100_p9.jpg,0.7308
broadcast_f0105_p11.jpg,tacticam_f0020_p14.jpg,0.7701
broadcast_f0105_p12.jpg,tacticam_f0155_p19.jpg,0.7866
broadcast_f0105_p2.jpg,tacticam_f0020_p21.jpg,0.8167
broadcast_f0105_p3.jpg,tacticam_f0035_p8.jpg,0.8078
broadcast_f0105_p4.jpg,tacticam_f0140_p4.jpg,0.8167
broadcast_f0105_p5.jpg,tacticam_f0030_p8.jpg,0.7831
broadcast_f0105_p6.jpg,tacticam_f0010_p8.jpg,0.8336
broadcast_f0105_p7.jpg,tacticam_f0020_p14.jpg,0.7472
broadcast_f0105_p8.jpg,tacticam_f0155_p19.jpg,0.8293
broadcast_f0105_p9.jpg,tacticam_f0180_p22.jpg,0.7061
broadcast_f0110_p0.jpg,tacticam_f0150_p4.jpg,0.8233
broadcast_f0110_p1.jpg,tacticam_f0040_p25.jpg,0.7828
broadcast_f0110_p10.jpg,tacticam_f0165_p19.jpg,0.733
broadcast_f0110_p11.jpg,tacticam_f0130_p18.jpg,0.7069
broadcast_f0110_p12.jpg,tacticam_f0000_p26.jpg,0.7729
broadcast_f0110_p13.jpg,tacticam_f0060_p25.jpg,0.7499
broadcast_f0110_p2.jpg,tacticam_f0010_p3.jpg,0.8318
broadcast_f0110_p3.jpg,tacticam_f0030_p4.jpg,0.828
broadcast_f0110_p4.jpg,tacticam_f0015_p3.jpg,0.7881
broadcast_f0110_p5.jpg,tacticam_f0020_p13.jpg,0.8078
broadcast_f0110_p6.jpg,tacticam_f0145_p1.jpg,0.8044
broadcast_f0110_p7.jpg,tacticam_f0010_p10.jpg,0.7981
broadcast_f0110_p8.jpg,tacticam_f0050_p5.jpg,0.7147
broadcast_f0110_p9.jpg,tacticam_f0130_p20.jpg,0.6888
broadcast_f0115_p0.jpg,tacticam_f0150_p4.jpg,0.809
broadcast_f0115_p1.jpg,tacticam_f0130_p15.jpg,0.7952
broadcast_f0115_p10.jpg,tacticam_f0030_p21.jpg,0.742
broadcast_f0115_p11.jpg,tacticam_f0050_p5.jpg,0.6977
broadcast_f0115_p12.jpg,tacticam_f0185_p1.jpg,0.7707
broadcast_f0115_p2.jpg,tacticam_f0035_p8.jpg,0.7995
broadcast_f0115_p3.jpg,tacticam_f0030_p8.jpg,0.8472
broadcast_f0115_p4.jpg,tacticam_f0045_p12.jpg,0.8262
broadcast_f0115_p5.jpg,tacticam_f0185_p11.jpg,0.7889
broadcast_f0115_p6.jpg,tacticam_f0195_p7.jpg,0.772
broadcast_f0115_p7.jpg,tacticam_f0170_p1.jpg,0.747
broadcast_f0115_p8.jpg,tacticam_f0195_p7.jpg,0.8155
broadcast_f0115_p9.jpg,tacticam_f0140_p11.jpg,0.7652
broadcast_f0120_p0.jpg,tacticam_f0060_p3.jpg,0.7694
broadcast_f0120_p1.jpg,tacticam_f0130_p15.jpg,0.7654
broadcast_f0120_p10.jpg,tacticam_f0135_p23.jpg,0.7258
broadcast_f0120_p11.jpg,tacticam_f0080_p17.jpg,0.7327
broadcast_f0120_p12.jpg,tacticam_f0145_p22.jpg,0.6915
broadcast_f0120_p13.jpg,tacticam_f0055_p0.jpg,0.7465
broadcast_f0120_p14.jpg,tacticam_f0195_p11.jpg,0.8096
broadcast_f0120_p2.jpg,tacticam_f0200_p11.jpg,0.8062
broadcast_f0120_p3.jpg,tacticam_f0035_p8.jpg,0.8279
broadcast_f0120_p4.jpg,tacticam_f0060_p16.jpg,0.8604
broadcast_f0120_p5.jpg,tacticam_f0015_p12.jpg,0.811
broadcast_f0120_p6.jpg,tacticam_f0070_p3.jpg,0.7677
broadcast_f0120_p7.jpg,tacticam_f0125_p20.jpg,0.7525
broadcast_f0120_p8.jpg,tacticam_f0180_p23.jpg,0.6898
broadcast_f0120_p9.jpg,tacticam_f0155_p21.jpg,0.796
broadcast_f0125_p0.jpg,tacticam_f0010_p2.jpg,0.7802
broadcast_f0125_p1.jpg,tacticam_f0030_p4.jpg,0.7653
broadcast_f0125_p10.jpg,tacticam_f0180_p23.jpg,0.675
broadcast_f0125_p11.jpg,tacticam_f0165_p24.jpg,0.7692
broadcast_f0125_p12.jpg,tacticam_f0200_p18.jpg,0.7132
broadcast_f0125_p13.jpg,tacticam_f0075_p13.jpg,0.7769
broadcast_f0125_p2.jpg,tacticam_f0025_p12.jpg,0.7387
broadcast_f0125_p3.jpg,tacticam_f0030_p8.jpg,0.8256
broadcast_f0125_p4.jpg,tacticam_f0145_p22.jpg,0.6735
broadcast_f0125_p5.jpg,tacticam_f0085_p20.jpg,0.8101
broadcast_f0125_p6.jpg,tacticam_f0055_p0.jpg,0.7232
broadcast_f0125_p7.jpg,tacticam_f0035_p6.jpg,0.7656
broadcast_f0125_p8.jpg,tacticam_f0150_p7.jpg,0.7915
broadcast_f0125_p9.jpg,tacticam_f0195_p7.jpg,0.8509
broadcast_f0130_p0.jpg,tacticam_f0120_p0.jpg,0.5334
